date,uri
2021-04-11,https://www.youtube.com/embed/Qg6PwRI2uS8?rel=0
2021-04-16,https://www.youtube.com/embed/rQcKIN9vj3U?rel=0
2021-04-20,https://www.youtube.com/embed/wMnOo2zcjXA?rel=0
2021-04-23,https://www.youtube.com/embed/zIqG42AD4Gw?rel=0
2021-04-24,https://www.youtube.com/embed/badXkJ6BnOs?rel=0
2021-04-27,https://www.youtube.com/embed/ubBzcSD8G8k?rel=0
2021-05-25,https://www.youtube.com/embed/eMmw7MqsEUo?rel=0
2021-06-13,https://player.vimeo.com/video/67995158?title=0&portrait=0
2021-06-23,https://www.youtube.com/embed/BEckYJwCJno?rel=0
2021-06-30,https://www.youtube.com/embed/q9ZCBR-onRw?rel=0
2021-07-07,https://www.youtube.com/embed/ix1lzur2QLQ?rel=0
2021-07-13,https://solarsystem.nasa.gov/gltf_embed/2381
2021-07-14,https://www.youtube.com/embed/V_Kd4YBNs7c?rel=0
2021-08-02,https://apod.nasa.gov/apod/image/1803/AstroSoM/hudf.html
2021-08-25,https://www.youtube.com/embed/uHhQrplIm8g?rel=0
2021-09-05,https://www.youtube.com/embed/tvB0mdkrG3Q?rel=0
2021-09-17,https://www.youtube.com/embed/ImVl_TfTFEY?rel=0
2021-09-22,https://www.youtube.com/embed/LUW51lvIFjg?rel=0
2021-09-28,https://www.youtube.com/embed/tLC6Sy8f06s?rel=0
2021-09-29,https://www.youtube.com/embed/wUdGPOx3zAk?rel=0
2021-10-10,https://player.vimeo.com/video/58385453?h=2f48504431&portrait=0&badge=0
2021-10-11,https://www.youtube.com/embed/CC7OJ7gFLvE?rel=0
2021-10-26,https://www.youtube.com/embed/QSXgDiS2H_A?rel=0
2021-11-08,https://www.youtube.com/embed/7NykS2kv_k8?playlist=7NykS2kv_k8&loop=1;rel=0&autoplay=1
2021-11-10,https://www.youtube.com/embed/25FfQ9MEQE8
2021-11-30,https://www.youtube.com/embed/VYWjxvm14Pk?rel=0
2021-12-28,https://www.youtube.com/embed/2SnbMTQwDKM?rel=0
2022-01-10,https://www.youtube.com/embed/RtDSxi-D4KA?rel=0
2022-01-25,https://www.youtube.com/embed/s6IpsM_HNcU?rel=0
2022-02-01,https://www.youtube.com/embed/c4Xky6tlFyY?rel=0&VQ=HD720
2022-02-09,https://www.youtube.com/embed/NS71ppsk7n0?rel=0
2022-02-16,https://www.youtube.com/embed/liapnqj9GDc?rel=0
2022-03-30,https://www.youtube.com/embed/m8qvOpcDt1o?rel=0
2022-05-09,https://www.youtube.com/embed/aKK7vS2CHC8?rel=0
2022-05-29,https://www.youtube.com/embed/cNT5yAqpBmI?rel=0
2022-06-19,https://stefanom.org/spc/game.php
2022-07-26,https://www.youtube.com/embed/ts0Ek3nLHew?rel=0
2022-08-09,https://www.youtube.com/embed/rFDjAfwmWKM?rel=0
2022-08-14,https://www.youtube.com/embed/aiFD_LBx2nM?rel=0
2022-08-22,https://www.youtube.com/embed/ACaPI2M4GyU?rel=0
2022-08-28,https://www.youtube.com/embed/OfM7VlonD5c?rel=0
2022-09-11,https://www.youtube.com/embed/my1euFQHH-o?rel=0
2022-09-27,https://www.youtube.com/embed/do4Cb__WhlY?rel=0
2022-10-05,https://www.youtube.com/embed/MC8f6gxqn3s?ref=0
2022-10-25,https://www.youtube.com/embed/juloL5WeLrc?rel=0
2022-11-02,https://www.youtube.com/embed/7dh5VL5YGoA?rel=0
2022-11-07,https://player.vimeo.com/video/25808333
2022-12-04,https://www.youtube.com/embed/0fKBhvDjuy0?rel=0
2023-03-20,https://www.youtube.com/embed/wfzz8FUD4TM?rel=0
